https://www.cpjobs.com/hk/company-the-dairy-farm-company-limited-牛奶有限公司-jobs/1;Dairy Farm is a leading pan-Asian retailer operating over 6,500 outlets, and employing over 180,000 people across 11 countries. Dairy Farm’s total annual sales exceeded US$20 billion and has a customer base of over 1 billion consumers across its highly diversified businesses. The Group operates supermarkets, health and beauty stores, convenience stores, home furnishings stores and restaurants under well known brands ranging from Wellcome and Mannings, to 7-Eleven, and IKEA. Join us and work together to grow and shape Asia’s retail landscape, and be part of the success that has made Dairy Farm what it is today.
https://www.cpjobs.com/hk/company-british-council-jobs/1;The British Council is the UK’s international organisation for cultural relations and educational opportunities. We create friendly knowledge and understanding between the people of the UK and other countries. We do this by making a positive contribution to the UK and the countries we work with – changing lives by creating opportunities, building connections and engendering trust. In Hong Kong we work with professionals and policy makers and thousands of young people every year by teaching English, sharing the Arts and delivering education and society programmes.The British Council is looking to recruit an experienced and self-motivated professional to take up the following position:
https://www.cpjobs.com/hk/company-mandatory-provident-fund-schemes-authority-mpfa-jobs/1;"The MPFA was set up in September 1998 under the Mandatory Provident Fund Schemes Ordinance (Cap. 485). Our mission is to regulate and supervise privately managed provident fund schemes; to educate the working population about saving for retirement and the role of the MPF System as one of the pillars supporting retirement living; and to lead improvements to provident fund schemes to make them more efficient and user-friendly, and better meet the needs of the working population.   Staff are our most valuable asset. We are looking for talents who are willing to adopt our core values in performing their work: Commitment, Quality, Teamwork and Community Perspective; and share our concern for the retirement protection of Hong Kong’s workforce. Those who are interested in pursuing our mission and developing their careers in the MPFA are invited to join us."
https://www.cpjobs.com/hk/company-besteam-personnel-consultancy-limited-jobs/1;
https://www.cpjobs.com/hk/company-french-international-school-hong-kong-jobs/1;
https://www.cpjobs.com/hk/company-obi-group-sourcing-hong-kong-limited-jobs/1;" 
OBI Group Sourcing Hong Kong Limited is a member of the OBI Group, We are a buying office of a leading German Do-It-Yourself home improvement products stores-chain with over 500 outlets throughout Eastern and Western Europe. Currently we are looking for candidates with high caliber for the following position: 
"
https://www.cpjobs.com/hk/company-ernst-young-jobs/1;At EY, our 231,000 professionals work together to deliver assurance, tax, transaction and advisory services. We are united by our shared values and an unwavering commitment to quality. And, we make a difference through leading practices that develop our people, help our clients and strengthen our communities. Our collaborative culture supports the personal and professional success of each individual. Learn more about who we are, what we do and how to achieve your potential by visiting:  (EY refers to the global organization of member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients.) http://www.ey.com/about
https://www.cpjobs.com/hk/company-aon-services-hong-kong-limited-怡安服務香港有限公司-jobs/1;Aon plc (NYSE: AON) is the leading global provider of risk management, insurance and reinsurance brokerage, and human resources solutions and outsourcing services. Through its more than 50,000 colleagues worldwide, Aon unites to empower results for clients in over 120 countries via innovative and effective risk and people solutions and through industry-leading global resources and technical expertise. Aon has been named repeatedly as the world's best broker, best insurance intermediary, reinsurance intermediary, captives manager and best employee benefits consulting firm by multiple industry sources. You can learn more about Aon plc (NYSE:AON) at aon.com and explore more about our partnership with Manchester United at aon.com/manutd.
https://www.cpjobs.com/hk/company-equal-opportunities-commission-jobs/1;The following positions now exist in the Equal Opportunities Commission (EOC). Applications are invited from suitably qualified candidates. Please visit our website (http://www.eoc.org.hk) for details.  
https://www.cpjobs.com/hk/company-the-ritz-carlton-hong-kong-jobs/1;" 
Dominating the city skyline at 490 meters high, The Ritz-Carlton, Hong Kong is the highest hotel in the world. Soaring from the 102nd floor to the 118th floor, with unrivaled views of Victoria Harbour, Hong Kong Island and the New Territories; Michelin-starred restaurants; the highest bar in the world and award-winning spa, the hotel takes center stage in the International Commerce Centre.The Ritz-Carlton, Hong Kong honored as 2017 Best Employer, as well as Forbes Five-Star Hotel and Five-Star Spa by Forbes Travel Guide 2018, its sixth consecutive year among the highest-rated.It is our pleasure to introduce the following career opportunity to you that could change your life. 
"
https://www.cpjobs.com/hk/company-toyo-mall-limited-jobs/1;Grow Together, Reach Career New Heights WE VALUE PEOPLE, RECOGNIZE PERFORMANCE AND REWARD ACHIEVERS. Toyo Mall is an investment and asset management company with over 20 years of track record in Hong Kong. Today it has an exciting portfolio of retail, office and residential properties. Toyo Mall is committed to optimising the returns of this portfolio through better property selection, tenant mix and operation management.  We share values that foster a high performing and continuous learning work environment. We support and develop each other, seek ideas and share solutions, see challenges as opportunities, and value diversity. Careers with Toyo Mall are rewarding for those who care about their own personal growth and professional development. If you share the same values, we look forward to hearing from you.
https://www.cpjobs.com/hk/company-pvh-hong-kong-sourcing-services-limited-jobs/1;" 
PVH Corp., one of the world’s largest apparel companies, owns and markets the iconic Calvin Klein and Tommy Hilfiger brands worldwide. It is the world’s largest shirt and neckwear company and markets a variety of goods under its own brands, Van Heusen, Calvin Klein, Tommy Hilfiger, IZOD, ARROW, Speedo, Eagle, Warner’s and Olga, and its licensed brands, including Chaps, Claiborne, DKNY, Geoffrey Beene, Ike Behar, J. Garcia, Kenneth Cole Reaction, Kenneth Cole New York, MICHAEL Michael Kors, Michael Kors Collection, Nautica, Ryan Seacrest and Ted Baker. 
"
https://www.cpjobs.com/hk/company-tata-consultancy-services-limited-jobs/1;Tata Consultancy Services is an IT services, consulting and business solutions organization that delivers real results to global business, ensuring a level of certainty no other firm can match. TCS offers a consulting-led, integrated portfolio of IT, BPS, infrastructure, engineering and assurance services. This is delivered through its unique Global Network Delivery Model™, recognized as the benchmark of excellence in software development. A part of the Tata group, India’s largest industrial conglomerate, TCS has over 389,000 of the world’s best-trained consultants in 46 countries. The company generated consolidated revenues of U.S. $17.6 billion for year ended March 31, 2017 and is listed on the BSE Limited and National Stock Exchange of India Limited. For more information, visit us at .www.tcs.com
https://www.cpjobs.com/hk/company-fedex-express-jobs/1;It’s more than just lip service when we say we live to deliver. We are one of the World’s Most Admired Companies ranked by Fortune magazine in 2017 because of our commitments to service, people and communities that reflect our priorities of becoming the best company to work for and enhancing the quality of life wherever we are. Our numerous and varied employee reward programs encourage staff excellence, so no matter what role you play in our organization, we’ll lead your career in the right direction.
https://www.cpjobs.com/hk/company-pasha-recruitment-limited-jobs/1;
https://www.cpjobs.com/hk/company-運通國際發展有限公司-express-international-development-limited-jobs/1;隨著本公司於香港國際機場之業務發展及針對不同客戶之服務需要，本公司於2005年成立運通國際發展有限公司專注於為機場提供人力資源及客戶服務管理等服務。現時，公司聘用超過400名全職員工，服務範圍已覆蓋整個香港國際機場，客戶包括機場管理局、地勤公司及各大航空公司等。   In order to follow the development trend of the Hong Kong International Airport, Express International Development Co., Ltd (EID) was established respectively in 2005 to provide fit out services for airport services companies. EID focus on human resources for the airport and customer service management. At present, the company has hired more than 400 full time employees, service scope has covered the whole Hong Kong International Airport, and customers include the Airport Authority, Ground Handling Services Companies and major airlines.
https://www.cpjobs.com/hk/company-gammon-construction-limited-jobs/1;Since its establishment in 1958, Gammon has played a significant role in the transformation of the great capital cities of Asia. We are proud of delivering high quality projects, as well as offering innovative solutions and services to our customers. The skills and the values we have developed for 60 years continue to contribute to the growth of Asia and to create new heights.
https://www.cpjobs.com/hk/company-jardine-onesolution-hk-limited-jobs/1;JOS is a systems integrator, solutions provider and technology consultancy based in Asia. With 9 offices across China, Hong Kong, Macau, Singapore and Malaysia, we combine local knowledge with an international outlook. Our expertise in technology and infrastructure is more than 60 years in the making. Today, JOS prides itself on its expertise in enterprise IT solutions, helping customers to take advantage of the latest technologies such as cloud, big data and mobility solutions. Thanks to the support and commitment of our customers, partners and staff it has been a journey characterised by sustained growth and success. We have transformed our people, processes and solutions to adapt to evolving technologies and a changing market landscape.
https://www.cpjobs.com/hk/company-香港善導會-the-society-of-rehabilitation-and-crime-prevention-hong-kong-jobs/1;誠聘合約職位
https://www.cpjobs.com/hk/company-101-education-group-limited-jobs/1;Since the establishment of our group 21 years ago, we have grown to become one of the leading child education organisations in Hong Kong. We have a number of different brands under our group, including our flagship store, 101 Learning Mall, alongside with KIDS101, Guocui Putonghua, and Fun & Joy Music, each thriving in their corresponding field. To cope with our rapid expansion, we are looking for energetic and passionate team players to join us. We provide a fantastic work environment and excellent opportunities for career advancement to the most suitable candidates.(For more information about our brand, please visit our website at www.101learningmall.com)
https://www.cpjobs.com/hk/company-catalo-jobs/1;    Catalo Natural Health Foods Limited     CATALO美國家得路是天然及有機營養健康食品專家，在香港擁有多間專門店及專櫃，具有優厚發展潛力，佔市場領導地位，產品能針對東方人體質特性，能有效以天然食品為大眾打造健康美麗，建立良好口碑。為配合公司業務擴充發展，誠聘以下職位：    
https://www.cpjobs.com/hk/company-hong-capital-partners-limited-jobs/1;
